VIDEO_PLANB;58cfdf9acffb0c61feb0e2bceacd557a2e0b0328;RVOMF
8xx_WDT;eaa95eb6ea43e6de8bea702c13556de9a1a1195a;RVOMF
COBALT_LCD;18b095d4b847bb08bf8a1bace7711a93d27732c0;RVOMF
MTD_NOR_TOTO;16e00b609aed439453d57b954b449f647466e0d7;RVOMF
ACPI_BAY;4be9309d15e88e4a1e4a78deb52eb88c7da38c99;RVOMF
BLK_DEV_HPT34X;41d1a3d31d097a31380b83eea0ec10ea1d040376;RVOMF
SGI_DS1286;4bdebe5b4a7216bd6bfca9e9b368abad8e9f9bd9;RVOMF
SND_SA11XX_UDA1341;323a59613e5be6094c93261486de48a08d3a53f2;RVOMF
COMEDI_RT;25436dc9d84f1be60ff549c9ab712bba2835f284;RVOMF
MTD_PMC_MSP_RAMROOT;4d964824ec826ed97bdde10bc8d8c4ce10540a98;RVOMF
ME0600;a8fcffbde4cedf319f7009cec21baddf9422685e;RVOMF
ANDROID_LOW_MEMORY_KILLER;b0a0ccfad85b3657fe999805df65f5cfe634ab8a;RVOMF
ANDROID_TIMED_OUTPUT;b0a0ccfad85b3657fe999805df65f5cfe634ab8a;RVOMF
SOUND_SSCAPE;b7d5d946e50116f4150542f881ac90ac74c28165;RVOMF
I2C_VOODOO3;a0c11cdd6a1975fd8d6d186f2e2865a82f3e9bbf;RVOMF
KSYM_TRACER;5d550467b9770042e9699690907babc32104a8d4;RVOMF
VMI;9863c90f682fba34cdc26c3437e8c00da6c83fa4;RVOMF
USB_IBMCAM;5772dcaa790851ec068afcd0d1f160d801b1126e;RVOMF
VIDEO_CPIA_USB;39c3d488452ae206cfc8afda0db041ee55d01c3c;RVOMF
VIDEO_V4L1_COMPAT;08af245de0cf6ab5f4ed008ee2bb99273774fce0;RVOMF
ASK_IP_FIB_HASH;3630b7c050d9c3564f143d595339fc06b888d6f3;RVOMF
ST_BT;b75ae07963f99f89319b17935af20513d57df577;RVOMF
S390_TAPE_BLOCK;66ceed5ad1318863c21710f316942bcefff8081c;RVOMF
USB_SERIAL_SAMBA;b750106bafbf9e8cb888a2b3681f444d8183a296;RVOMF
SND_OMAP_SOC_OMAP2EVM;91d94af56a52ffc059523fdad71287232c040697;RVOMF
SPECTRA_MTD;be7f39c5ecf51d1becb699563e9ac2447f7bcdcd;RVOMF
AGNX;7d230df37a7c08f01e57e1623e0706b3949751a2;RVOGMF
RDC_17F3101X;249c033c29ed4eccd24b52959747f2663deaa02f;RVOGMF
STLC45XX;9ab1b56aa02aa4d578232a8addc785c91e7b2bac;RVOGMF
SXG;e9d599220b97e7d52311f6011c75ba0cfcb356fe;RVOGMF
DT3155;8c310573fe4fdaedd8963890b2da39f39c01ab34;RVOGMF
AUTOFS_FS;561c5cf9236a7eb5a52971b6e7e02c5bd094c6d5;RVOGMF
DRM_I830;7f50684717511d30bba180902105c4cd4efca732;RVOGMF
SMB_FS;939cbe5af5fb04de1a53942a8c4a6e0160f4f38b;RVOGMF
USB_SE401;b287db119edb92548b53f63f05fd593c43cba200;RVOGMF
RIO;bb2a97e9ccd525dd9c3326988e8c676d15d3e12a;RVOGMF
SND_INTEL_SST;03cf152646ac177c56e3100732143e92278b0630;RVOGMF
SND_AT91_SOC_ETI_SLAVE;5cabc1a8b3acc4babd69f2c91a6ab4468dac6663;RVONMF
UGETH_FILTERING;221b3d60cbb2740ec7d46a4f1ea6d3318a112e51;RVONMF
COMPAT_NET_DEV_OPS;e3804cbebb67887879102925961d41b503f7fbe3;RVONMF
FB_OMAP2_FORCE_AUTO_UPDATE;ddbfeb396eb085e17f5aa830a151d546f16cb868;RVONMF
IEEE1394_SBP2_PHYS_DMA;66fa12c571d35e3cd62574c65f1785a460105397;RVONMF
FB_ARMCLCD_HITACHI;82e6923e1862428b755ec306b3dbccf926849314;RVONMF
FB_ARMCLCD_SHARP_LQ057Q3DC02;82e6923e1862428b755ec306b3dbccf926849314;RVONMF
FB_ARMCLCD_SHARP_LQ64D343;82e6923e1862428b755ec306b3dbccf926849314;RVONMF
AR600x_SD32_XXX;af2bf4b4ee58d262a9a5c1d4ce6f81835058f8b5;RVONMF
FB_OMAP_092M9R;028c5a432aec0eb8cbb65b2ea05cd1ddd27c47a4;RVONMF
VIDEO_ALLOW_V4L1;58c66df3e38ffb1d59cc5162bb9e07c859288034;RVOAF
FB_MSM_PANEL_NONE;8eb26942ae6eea7976273e554ab7c4fb2a128e17;RVOAF
AD2S1210_GPIO_NONE;b19e9ad5e2cb9145c81690cec7c826b156d5b3c1;RVOAF
NETDEV_10000;f860b0522f65d3a0f8e6a4d908933737e1a82817;RVOAF
