USB_S2255;38f993ad8b1fe4caf9e989caf6e2a25aff3bbaf7;AVOMF
GPIO_MAX732X;bbcd6d543de335bf81e96477f46a60a8bf51039c;AVOMF
SND_AT32_SOC_PLAYPAQ;9aaca9683b014c4d718f32cbddb42e5b36ea3c0f;AVOMF
SND_AT32_SOC;9aaca9683b014c4d718f32cbddb42e5b36ea3c0f;AVOMF
MISDN;1b2b03f8e514e4f68e293846ba511a948b80243c;AVOMF
MDIO_OF_GPIO;a5edeccb1a8432ae5d9fb9bccea5a4b64c565017;AVOMF
TOUCHSCREEN_INEXIO;3cadd2d98972f806165c634553ac4918b2b7920c;AVOMF
SND_SGI_O2;862c2c0a61c515f2e9f63f689215bcf99a607eaf;AVOMF
SND_OMAP_SOC_OSK5912;17f9ecf34aaa0ade5c89aba603847309c849297c;AVOMF
SENSORS_ADT7462;c0b4e3ab0c769913438aeb078535ff117eeba5fb;AVOMF
FB_TMIO;b53cde3557b8f97e6a635782875d442551a89bf1;AVOMF
LCD_CORGI;b18250a8f66050bd2a52287cd543fb93100e8ee0;AVOMF
DVB_DM1105;a611d0ca006fe76d88b8dd5ac44f4468293b6760;AVOMF
SND_USB_US122L;030a07e441296c372f946cd4065b5d831d8dc40c;AVOMF
W1_SLAVE_BQ27000;cfbc619033d3a2eee8f7aa9314e21b96cf34d399;AVOMF
REGULATOR_WM8350;da09155ac8d3f04c299b3d82a6ab0df8d03da632;AVOMF
RTC_DRV_DS1286;5f119f29063c9a9bf1ab40112c02710c2db84f29;AVOMF
SFC_MTD;f41507245ef8b079685aba8da5b5b2b5e87e70bc;AVOMF
LEDS_ALIX2;ec9a943ce9f6d6a8ea09587b49d29a020c418c76;AVOMF
HVC_UDBG;d5e54913433fff89609adfc4b96fefcf807a9030;AVOMF
ME1400;3fedd14818592016f7ffd84dfe134881b3896ecf;AVOMF
ME1600;3fedd14818592016f7ffd84dfe134881b3896ecf;AVOMF
ME6000;3fedd14818592016f7ffd84dfe134881b3896ecf;AVOMF
ME8100;3fedd14818592016f7ffd84dfe134881b3896ecf;AVOMF
COMEDI_USB_DRIVERS;84c9dc212ace974acf2ccfc5a97e83796c6385b2;AVOMF
SOC_CAMERA_MT9T031;4e96fd088cf6fb95ba4b212e5e72bac1e6d34e79;AVOMF
SENSORS_LTC4245;6e34b187bc216fc632769fb8b906d3a29ccd8f14;AVOMF
DVB_S921;c2e591fcb7aa5300cf6967edb29960628cf1831d;AVOMF
DVB_LGDT3304;f71f11ed46df2f29daf928eb5fd8c6c2d1455f36;AVOMF
MTD_VMU;47a72688fae7298e1ad5fdc9bff7e04b6a549620;AVOMF
HW_RANDOM_TIMERIOMEM;9c3c133b1ed6e6d01bfabb6de29bf3d0f0886354;AVOMF
LEDS_DAC124S085;ac2dd0f110d5ab0359de7786e88e9971954ac7ee;AVOMF
SENSORS_G760A;3bcfa9e47a7d1be6faef3be6c4b2049e585e2f38;AVOMF
MWL8K;a66098daacee2f354dab311b58011e7076aa248c;AVOMF
SND_PXA2XX_SOC_MAGICIAN;7377226c344a7295a7573dce400ce9ddd42f0ca4;AVOMF
DRAGONRISE_FF;3f866fbd52d1863db5c07700e560aef22c4fdc01;AVOMF
X86_MCE_INJECT;ea149b36c7f511d17dd89fee734cb09778a91fa0;AVOMF
SND_MPC52xx_SOC_EFIKA;6ffee43ecf8bfbe0bd74c9084c9772a59097d53b;AVOMF
SND_SOC_MPC5200_AC97;20d0e1520ed1ba8aad05f416245446de0f7ec4bb;AVOMF
ACERHDF;e86435eb91b2bff114c5a02e46e16ce21b647ebe;AVOMF
USB_NET_INT51X1;4510d7cb8b4e7d389652b8a4f89fad469a5ecc92;AVOMF
USB_CDC_PHONET;87cf65601e1709e57f7e28f0f7b3eb0a992c1782;AVOMF
REGULATOR_MAX1586;55f4fa4e33e90c6b25b4c8ed038392a73b654fef;AVOMF
CAN_DEV;39549eef3587f1c1e8c65c88a2400d10fd30ea17;AVOMF
SND_S3C24XX_SOC_SIMTEC_TLV320AIC23;14412acde5b57450b8afb3d4b03132419b6abebf;AVOMF
SCLP_ASYNC;c114728af2acdca0bd8b1d2f5792e393c775f5fc;AVOMF
TSL2561;78632b609a71ff2f598b114026fca03747f3a8c8;AVOMF
MISDN_W6692;707b2ce6c1f4f1261788f2ff09ad82c35e0e6240;AVOMF
VME_CA91CX42;60479690af6d559d4202bed139db90323386bd2b;AVOMF
SERIAL_BCM63XX;9fcd66e572b94974365a9119b073e0a43d496eb7;AVOMF
CAPTURE_DAVINCI_DM646X_EVM;89803d83b69c5ce05c590f01a0ba92b99d28b057;AVOMF
SCSI_3W_SAS;f619106bdd9d197c947f07108af57946f19a7f7e;AVOMF
TOUCHSCREEN_S3C2410;f5f96b93e745dd054110d511779e7ec5cfdfdfe6;AVOMF
